oldcode,state,povrate60,mort_age59_related_postHS,mort_age59_injury_postHS,mort_age59_all_postHS,mort_age25plus_related_postHS,mort_age25plus_injuries_postHS,mort_age59_related_preHS,mort_wh_age59_related_postHS,mort_bl_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack,census1990_pop,census1990_pop1824,census1990_pop2534,census1990_pop3554,census1990_pop55plus,census1990_pcturban,census1990_pctblack,census1990_percapinc
15009,15,16.7329,0,8.472183,16.94437,130.3229,99.72538,8.566778,0,0,40965,90.1,0.5255517,43.1,2485,17083,24423,51.6,0.8,38413,0.0786973,0.1538281,0.2531174,0.2470778,0,0.008799105,11860
15010,15,18.61446,1.206666,10.85999,26.54664,108.839,73.68136,8.950949,1.281673,0,63120,87.4,0.5164903,36.8,4051,30897,32755,68.5,4.5,87777,0.0928489,0.169737,0.2676328,0.2116614,0.674584458,0.053146041,12068
15011,15,23.53749,0,24.95757,39.93211,181.9614,89.75948,0,0,0,24091,92.1,0.5257857,38.6,1477,9928,14727,36.6,0.8,24705,0.0805505,0.1533293,0.2374013,0.2648857,0,0.004250152,10538
15012,15,19.10777,0,25.11211,35.87444,157.9532,94.57694,10.84363,0,0,30240,87.3,0.5432026,45.7,2132,13483,17622,49.7,0.1,30974,0.0823917,0.1551947,0.242074,0.2443985,0,0.001937109,11849
15013,15,42.1621,0,35.25679,47.00905,140.7543,113.6209,0,0,,8612,79.3,0.5225352,19.5,604,3550,4902,0,0,9914,0.0873512,0.1501916,0.2502522,0.2347186,0,0.002319952,8837
15014,15,27.6496,0,19.96646,35.93962,142.4679,77.19378,6.040836,0,0,27263,87.3,0.5488344,36,1933,11754,14795,40.7,0.4,27533,0.0837177,0.1478589,0.2300875,0.2491919,0,0.000726401,10176
15015,15,17.75602,3.232689,22.62882,42.02496,116.1124,93.76442,0,3.271502,0,28447,77.4,0.4556876,34.5,1880,13292,15641,46.8,0.8,38835,0.0843054,0.1576928,0.2640659,0.2048667,0,0.006720742,12542
15016,15,26.41586,4.256043,12.76813,34.04835,138.0539,57.29235,8.145976,4.274052,0,20042,84.2,0.5141281,37.4,1341,8883,11031,33,0,23645,0.091605,0.1583421,0.2411926,0.2189892,0,0.001184183,11930
15017,15,15.93288,3.136271,6.272542,28.22644,108.2187,81.4122,0,3.152486,0,28389,89.2,0.5430946,43.8,1958,12635,15628,37.9,0.1,35324,0.0913543,0.1707621,0.2454422,0.2009682,0,0.00087759,12665
15018,15,17.11174,0.9251036,19.42718,31.45352,121.3783,88.28719,4.307745,1.003301,0,110863,86.4,0.5459229,40.9,6888,53960,58892,69.9,5.2,119659,0.189455,0.1387192,0.236355,0.215011,0.749730484,0.057563577,12168
15019,15,23.48335,3.251504,3.251504,19.50902,98.6875,90.67228,10.09184,3.260728,0,27751,83.6,0.4917084,28.1,1642,12784,14159,39.6,0,36616,0.0926098,0.17831,0.2415884,0.2060848,0,0.000628141,12942
15021,15,23.45558,0,11.0595,14.746,133.039,69.96014,0,0,0,24660,88.2,0.503808,34.2,1623,11292,13501,72.4,2,26015,0.0919085,0.1397655,0.2595041,0.244359,0,0.015798578,11577
15022,15,20.9977,3.750445,7.500891,18.75223,119.3311,72.1782,5.910165,3.927113,0,51731,83.5,0.491879,33.5,3263,23581,28264,73.6,3.9,64404,0.0905534,0.1618222,0.267002,0.2155301,0.635519533,0.040634122,13203
15023,15,21.06569,0,17.67409,29.45682,176.1846,85.6898,9.437524,0,0,18621,83.6,0.4800147,38.4,1288,8156,10683,38,0,17808,0.0801887,0.1443172,0.2481469,0.264544,0,0,11470
15024,15,33.20804,0,10.51967,21.03934,122.6263,75.53072,0,0,,17027,79.2,0.5222371,27.2,1289,8207,8648,15.3,0,19580,0.0849336,0.1526558,0.2484168,0.2132789,0,0.000255363,11295
15025,15,21.20905,6.076442,12.15288,36.45865,108.1125,103.2716,0,6.142129,0,16895,95.3,0.5549549,45.1,1144,7215,9888,28.8,0.2,18840,0.0757431,0.1535032,0.243896,0.2610403,0,0.008121019,11164
15026,15,25.79697,3.722177,22.33306,37.22177,138.2795,76.4053,5.688282,3.822776,0,29531,88,0.5397865,38.3,1915,12831,17533,36.5,2.2,31913,0.084511,0.1555479,0.2462006,0.2546924,0,0.01714035,11615
15027,15,15.72877,2.723645,17.7037,34.04557,114.5569,89.05553,2.104111,3.001786,0,76048,86.7,0.4950069,41.2,4543,35549,40941,63.4,4.2,74169,0.1105314,0.1421483,0.2594885,0.2393453,0,0.065755235,12308
15028,15,29.80142,0,3.976618,27.83632,141.6403,105.1198,14.3246,0,,26636,90.2,0.5342184,32.2,1759,10696,16141,21.8,0,30410,0.08244,0.1484709,0.2517922,0.2614929,0,0.000361723,10798
15030,15,15.59014,0,19.01683,30.90235,100.581,66.15138,0,0,0,26633,89.6,0.4922437,46.7,1768,12506,14320,33.9,0.2,45527,0.0856854,0.1501527,0.296747,0.1906122,0.069694906,0.001054319,15059
15031,15,25.81161,0,33.23087,58.15403,114.1553,91.57509,16.21271,0,0,19478,89.1,0.5420057,32.1,1437,8725,10554,14.1,0.6,29890,0.0838073,0.1602543,0.2690867,0.2006022,0,0.003412513,11159
15033,15,20.63553,2.045492,20.45492,42.95533,105.1466,84.47168,0,2.071809,0,48288,87.9,0.5073275,36.4,3305,22518,27300,41.6,0.9,48139,0.0891793,0.149006,0.2663952,0.249112,0,0.01019963,11914
15035,15,17.05816,3.196011,0,9.588034,126.7542,78.48833,4.876146,3.221546,0,33756,89.8,0.5434238,49.3,2203,14773,19103,47.9,0,35427,0.097214,0.1625879,0.2384057,0.2253084,0,0.001947667,12509
15036,15,21.08478,3.052596,12.21039,27.47337,131.3926,81.2326,5.267594,3.077586,0,31371,85.8,0.502149,35.4,2054,13960,16800,38.1,0.5,37730,0.0910681,0.1583886,0.2505168,0.2311953,0,0.003339518,11562
15037,15,21.76908,4.346126,8.692251,26.07675,108.2837,77.3455,0,4.3779,0,19034,86.6,0.5750696,40.1,1373,9338,9380,25.2,0,24960,0.1105369,0.1467147,0.2497195,0.2038862,0,0.003565705,11256
15038,15,19.77649,4.563501,27.38101,59.32552,126.0471,79.36296,0,4.581062,0,22475,89.5,0.5379753,37.5,1569,9809,13014,43.9,0.4,21512,0.0906006,0.1438267,0.2505578,0.2491168,0,0.001534028,10331
15039,15,25.91036,0,28.27597,36.35482,153.6534,83.90999,0,0,0,24002,83,0.5405609,33.7,1505,10626,13659,42,1.6,29797,0.1169581,0.1537403,0.2546901,0.2250562,0,0.011578347,11631
15040,15,25.21158,0,18.34778,55.04335,110.0654,85.68854,0,0,0,17193,76.2,0.4723486,29.4,1387,8354,9148,23.5,1.7,23661,0.0987279,0.1620388,0.2657115,0.203753,0,0.005325219,10333
15042,15,26.0994,0,12.60041,22.05072,167.1012,84.66959,7.997441,0,0,41960,89.7,0.5550947,38.5,2758,17842,24268,52.8,0.6,39884,0.1474526,0.1412095,0.2264567,0.2526326,0,0.013213319,11077
15043,15,18.55908,5.771228,25.00866,51.94106,108.7561,71.46832,12.0048,5.834987,0,40049,88.9,0.5225945,48.3,2845,18655,22193,17.9,0.2,65294,0.0945416,0.1645327,0.2501149,0.2028823,0,0.004686495,13323
15044,15,28.84988,0,27.86583,48.76519,87.4991,90.36793,0,0,0,17101,73.4,0.4584623,36.3,1319,8402,8653,0,0,29477,0.1017403,0.1479119,0.2215965,0.1766801,0,0.002510432,10011
15047,15,24.8055,2.658938,31.90726,53.17876,141.401,72.17345,13.21353,2.672939,0,36700,85.4,0.5136716,33.8,2581,16750,20671,45.3,0.3,42836,0.0917219,0.1498506,0.2622094,0.2417126,0,0.005065833,11492
15050,15,18.60322,2.852253,25.67028,37.07929,131.7642,71.42358,8.99928,2.868206,0,32765,87.7,0.5249365,45.8,2165,14958,17754,32.7,0.2,42182,0.0859845,0.1567493,0.2478545,0.223887,0,0.001706889,12428
15051,15,29.89662,0,18.73887,37.47775,129.6176,89.84858,0,0,0,10757,86.3,0.5365661,33.3,737,5073,5464,26.9,0.3,10369,0.0915228,0.1517986,0.2532549,0.2338702,0,0.001253737,10177
15052,15,21.74213,5.18175,7.772625,23.31787,126.308,81.10745,8.608815,2.713557,0,37950,87.5,0.4328366,46.1,2263,18455,20087,38,1.7,36897,0.1101987,0.1682522,0.2419167,0.1998807,0,0.030327669,10862
15053,15,18.26589,1.608803,12.87043,27.34966,81.80547,68.03821,3.149408,1.664531,0,59579,84.8,0.6301727,50,3053,32937,28688,52.9,1.2,108978,0.2903889,0.1688322,0.2079869,0.149599,0.653517224,0.02538127,12017
15054,15,17.27187,0,6.559958,22.95985,147.4084,79.23755,0,0,0,32446,90.9,0.5263048,49.6,1816,14313,18111,44.3,0.6,34436,0.1039029,0.1598908,0.2480253,0.236003,0,0.005546521,12419
15055,15,18.71172,0,9.911589,21.80549,117.9823,70.32927,8.304269,0,0,33940,87.4,0.5218073,39.5,2269,16600,17451,33.6,0,55920,0.0941881,0.1625,0.2750179,0.1899678,0,0.00019671,13068
15056,15,23.56999,0,22.00866,29.34488,110.2216,103.2602,26.00104,0,,11484,92.1,0.5283275,39.6,832,5154,6307,0,0.1,13551,0.0784444,0.1537156,0.257398,0.2210907,0,0.000147591,11925
15057,15,16.69649,0,35.48616,44.3577,133.937,84.88964,5.562973,0,0,28340,87.4,0.5257935,42.4,1939,12697,15472,33.2,0,37877,0.0949125,0.1628165,0.2457956,0.2026032,0,0.000501624,11772
15058,15,25.41422,0,23.27205,46.5441,131.5065,73.39899,0,0,0,3974,77.2,0.5424837,30.1,289,1836,2373,0,1.2,5315,0.0878645,0.1661336,0.2494826,0.2348071,0,0.009595485,10786
15059,15,32.39377,0,19.16443,44.71701,183.3374,109.8335,0,0,0,16963,83.5,0.5241491,31.6,1142,7433,9740,16.3,0.9,18409,0.085556,0.1518279,0.2474876,0.247216,0,0.0068988,9222
15060,15,30.2143,7.384979,14.76996,44.30988,144.9497,77.57873,0,7.424456,0,11454,90.9,0.5406952,35.1,732,4718,6771,22.4,0.1,17281,0.0876685,0.1495862,0.2604016,0.2352873,0,0.002893351,10572
15061,15,28.59218,14.48645,14.48645,28.97291,105.9173,85.29624,0,14.54545,0,14929,86.9,0.5327626,41.6,1013,6074,8789,18.6,0.2,15410,0.0858533,0.1439974,0.2539909,0.2650227,0,0.008565866,11058
15062,15,29.21512,5.919962,17.75989,23.67985,151.9757,97.16478,8.122157,5.949902,0,17127,79.7,0.5112068,27.9,1155,7897,9284,38.4,0.1,19107,0.0998064,0.1685246,0.2371906,0.2365102,0,0.0109384,10567
15063,15,31.05954,0,0,0,165.6005,123.6332,0,0,0,12855,89.1,0.5598632,30.4,851,5262,7730,23,0.1,12509,0.084739,0.1517308,0.2590135,0.259733,0,0.000719482,10934
15065,15,27.85013,4.387119,4.387119,26.32272,87.54105,76.6783,8.00128,4.466479,0,18866,88.7,0.524985,34.2,1192,8345,10930,31.1,1.4,25968,0.0842576,0.1652803,0.2649029,0.2057147,0,0.012014787,12879
15066,15,27.11334,0,39.82794,47.79353,126.0056,95.71581,11.29178,0,0,12788,88.9,0.5297979,38.3,935,5789,6939,0,0.3,12643,0.0788579,0.1492525,0.2303251,0.2511271,0,0.004112948,11107
15067,15,19.36,0,23.93375,38.294,117.2787,71.63821,0,0,0,25108,86.1,0.5694593,46.8,1506,12187,13123,34.1,1.6,30315,0.1615042,0.1535873,0.2352961,0.2192974,0,0.025960746,11154
15068,15,20.46461,3.697131,22.18279,36.97131,140.5759,80.02822,5.939653,3.719961,0,28560,89.3,0.5361928,42.9,1982,12613,16319,34.4,0.3,27148,0.0885148,0.1435097,0.2516944,0.2565567,0,0.000920878,11241
15069,15,26.22209,0,17.42995,26.14493,128.2112,79.36885,7.534659,0,0,20348,88.1,0.5344486,30.4,1423,9086,11536,16.2,0,24616,0.0926227,0.1530712,0.2419971,0.2277381,0,0.000162496,11563
15070,15,24.53427,0,10.62643,37.1925,161.5286,77.11164,7.627765,0,0,20424,87.9,0.5478989,41.2,1466,9186,11210,35.6,1.2,18129,0.0932208,0.1502013,0.2390645,0.2397816,0,0.007446633,10869
15072,15,31.38726,5.052802,5.052802,30.31681,146.5073,103.8109,10.22495,5.061241,0,14532,80.9,0.47928,27.3,1082,7167,7390,52.2,0,20991,0.0985184,0.1587823,0.2593969,0.2039922,0,0.001143347,9766
15073,15,17.40619,5.252101,18.38235,39.39075,133.8915,80.65752,13.46983,5.294787,0,33475,89.2,0.4871202,41.8,2087,15567,18795,42,1.1,40307,0.0914978,0.1672414,0.2563823,0.2111296,0,0.010643313,12935
15074,15,31.76107,0,23.68265,23.68265,138.089,90.93665,0,0,0,16407,88.9,0.5591757,32.2,1099,7182,8912,0,1.2,19490,0.0868651,0.1638276,0.256747,0.2212417,0,0.008209338,11462
15075,15,27.17192,0,43.29837,43.29837,144.2903,111.8061,0,0,0,18217,83.8,0.5314685,31,1371,8294,9492,19.3,0.1,22747,0.0902976,0.1551853,0.2324263,0.2392843,0,0.001714512,9980
15076,15,22.6678,4.971662,14.91498,34.80163,112.8805,79.28509,11.09632,4.997751,0,17249,87.5,0.5801899,51.7,1129,8006,9395,27.6,0.1,27446,0.1121111,0.1547402,0.2521679,0.2218174,0,0.00189463,12399
15077,15,26.90174,0,17.94151,29.90252,149.0567,91.56339,8.130081,0,,22200,90.5,0.5355235,40.3,1477,8797,13295,22.9,0.2,18993,0.0803454,0.1364187,0.2515137,0.2755752,0,0,10668
15078,15,28.71658,0,17.28011,17.28011,130.2621,89.0124,0,0,0,7480,80.5,0.516644,29.5,492,2944,4158,0,0.2,7738,0.0736624,0.1448695,0.2545877,0.2486431,0,0.003876971,10201
15080,15,18.65147,0,13.37435,33.43587,100,81.30841,0,0,,15870,87.8,0.5297379,41.6,1178,7213,8806,35.3,0,16119,0.0856753,0.1484583,0.2670761,0.2365531,0,0,13669
15081,15,26.73222,0,0,0,140.5613,67.93797,0,0,0,6642,91.6,0.5085599,37.1,415,2979,3523,0,1,6976,0.090883,0.150086,0.2580275,0.2221904,0,0.001576835,10700
15082,15,21.59348,0,15.74816,25.98446,129.8759,74.93194,6.689986,0,0,165659,89.7,0.5498873,39.4,9668,72764,94848,86.6,5.8,165058,0.0992076,0.170225,0.2402065,0.2512571,0.854414812,0.075409856,13434
15083,15,23.31714,0,41.13816,68.56359,179.0533,87.44462,0,0,0,17852,87,0.5258998,33.7,1209,7085,10801,33,0.1,16773,0.0850772,0.1439814,0.2573183,0.2642342,0,0.00327908,11217
15084,15,21.47239,2.389287,14.33572,33.45001,159.5993,85.91597,4.97661,2.551704,0,108551,89.1,0.5683331,40.5,6328,46566,63004,75.1,4.4,106107,0.1451554,0.1560406,0.2312854,0.236007,0.725145372,0.056245111,11973
15085,15,16.79679,15.87201,15.87201,82.53444,144.5888,93.66446,5.158362,9.646923,1183.432,32735,89.1,0.5447165,47.6,2247,15397,17533,52.1,0.2,35069,0.1067324,0.1467963,0.2416664,0.2391001,0,0.002423793,11511
15086,15,25.12827,12.36247,24.72494,74.1748,173.5715,87.66239,0,12.38083,,8402,86.6,0.5251761,37.1,632,3833,4711,0,0,8176,0.0746086,0.1446918,0.2676125,0.2485323,0,0,10911
15087,15,27.23637,0,10.45506,13.06882,95.50138,69.11284,0,0,0,23391,85.6,0.549747,36.5,1565,10674,13024,20.4,1.1,44920,0.0851736,0.1600401,0.2908059,0.1806768,0.342252894,0.006856634,14037
15088,15,30.4343,0,24.80282,29.76338,118.6383,86.14501,17.8731,0,0,17961,88.7,0.5426685,29.7,1309,8027,9897,25.5,0,23717,0.0948265,0.1596745,0.2499051,0.2224143,0,0.00164439,10187
15089,15,18.07893,0,14.36245,27.28866,127.155,73.85164,4.4238,0,0,74265,87.3,0.5191145,42.2,4489,33247,42149,63.1,4.8,71951,0.1002488,0.1488096,0.2493502,0.2495448,0,0.052660839,11535
15090,15,16.47218,0,8.538616,17.07723,82.33997,69.67229,14.38021,0,0,21584,87.7,0.5081539,44.8,1363,9566,11785,29.4,0,25948,0.0859026,0.1653692,0.2463003,0.2202096,0,0,12765
15091,15,19.5517,0,23.93032,23.93032,131.9113,90.15041,0,0,0,19978,92,0.5400069,44.1,1343,8711,11029,20.5,0,23265,0.0694176,0.1553836,0.2450892,0.2568236,0,0,12111
15092,15,16.19748,0,16.67083,25.00625,109.5297,76.35786,0,0,0,21176,91.6,0.5550084,46.7,1451,9544,11525,22.9,0,27651,0.0864706,0.1582221,0.2516365,0.2182923,0,0.000289321,12605
16001,16,34.24569,0,27.7508,55.50159,174.5837,72.8697,0,0,,10807,92.3,0.5959203,43,750,4363,6584,0,0,8409,0.0644547,0.1330717,0.2167915,0.3361874,0,0,10565
16002,16,32.76866,0,23.83222,47.66444,153.5462,63.36827,0,0,,7611,90.4,0.5972359,42,552,3039,4463,0,0,4866,0.0511714,0.1440608,0.2326346,0.3298397,0,0.000411015,10110
16003,16,40.50445,7.440476,7.440476,22.32143,225.2067,97.69241,9.23361,7.478872,0,16303,89.3,0.5989781,36.2,1122,6850,8774,22.8,0,13855,0.062721,0.1411043,0.2276434,0.2941898,0,0.000649585,10232
16004,16,36.37437,0,8.147304,24.44191,234.081,81.25127,13.16482,0,0,16279,91.3,0.5913371,35.9,1070,5841,10246,41.4,0.8,13743,0.0760387,0.1347595,0.2254966,0.3123772,0,0.005457324,9748
16005,16,34.0046,0,0,0,156.0769,73.84285,13.40842,0,,11008,97,0.608845,38.2,709,4658,6227,26.8,0,7334,0.0545405,0.1212163,0.2253886,0.3430597,0,0,11210
16006,16,24.25482,0,9.891686,24.72922,129.5778,78.14744,0,0,0,23263,91.3,0.5854443,42.5,1576,10264,13153,32.9,0.1,22429,0.0752597,0.1538187,0.2358108,0.2589505,0,0.000445851,11373
16008,16,20.47032,0,5.012531,30.07519,141.4205,75.76098,0,0,0,28432,83.6,0.5206349,43.8,1802,11970,16629,44.5,0.1,25186,0.0756373,0.1511951,0.2511713,0.2755896,0,0.001627889,12031
16009,16,22.73228,0,14.78342,24.63904,118.5888,59.2944,23.35357,0,0,20948,91.2,0.5776162,41.6,1348,9766,11264,30.1,0.1,22813,0.1155043,0.1276027,0.2502082,0.2529698,0,0.00319993,11626
16010,16,27.19137,8.763858,21.90965,48.20122,127.9365,86.76151,6.666667,8.795462,0,22548,84.4,0.5803285,44.3,1636,9984,11993,24.7,0.1,20844,0.0717713,0.1441662,0.2357513,0.240261,0,0.002446747,10925
16011,16,25.62748,0,25.66735,32.08419,157.4896,61.08241,7.413998,0,0,21661,96.6,0.6123009,52.2,1318,9105,12154,36.5,0,19965,0.1146506,0.1452542,0.208565,0.2736789,0,0.002604558,11423
16012,16,26.42837,0,25.99428,45.48999,136.106,63.74584,0,0,,17861,93.2,0.5879537,39.5,1165,7521,9999,0,0,15731,0.0652851,0.1293624,0.2362215,0.3061471,0,0.000635688,10803
16013,16,25.01584,0,9.769442,19.53888,207.5064,101.0929,0,0,,15980,93.6,0.6102179,47,1087,6655,9232,0,0.1,11508,0.0503128,0.1273896,0.2297532,0.3412409,0,0.002519986,11405
16014,16,26.32076,0,18.87327,33.02822,109.9852,68.11989,0,0,0,23637,92.6,0.5856733,37.1,1576,10470,12453,32.8,0,21423,0.073099,0.1452644,0.2150959,0.2715306,0,0.00037343,11301
16015,16,27.55848,0,14.49485,28.98971,166.6168,85.44453,18.95016,0,0,17840,92.6,0.5769336,47.6,1144,7318,10716,38.5,0.1,15128,0.0550635,0.1399392,0.2351269,0.3112771,0,0.000594923,11059
16016,16,27.17367,0,19.34111,19.34111,115.037,54.23172,0,0,0,17909,93.3,0.5779263,44.4,1176,7629,10149,16.1,0,17381,0.0679478,0.1475749,0.2539555,0.263391,0,0.000632875,12113
16017,16,16.28235,0,13.27034,21.23255,167.4438,71.76164,15.17635,0,0,50443,93.1,0.5570546,49.2,3034,22163,28057,73.8,0.4,46733,0.0891019,0.1590739,0.2369204,0.2670918,0,0.007596345,12304
16018,16,31.28169,0,7.410701,29.64281,160.5637,67.89552,0,0,0,18509,94.4,0.5873737,47.4,1112,7920,10855,41.5,0.1,14098,0.0613562,0.1347709,0.2374096,0.2963541,0,0.003546602,10909
16019,16,31.04806,0,35.61761,35.61761,163.2238,67.83326,0,0,0,15153,91.9,0.5909786,39.4,1044,6540,8274,23,0,13295,0.062956,0.1444152,0.2388116,0.2714554,0,0,10919
16020,16,32.93215,0,30.62318,30.62318,121.4896,82.75376,21.8436,0,,8516,94.4,0.5817901,41.3,557,3240,5099,0,0,8287,0.066731,0.1444431,0.2412212,0.2853867,0,0,11380
16021,16,25.4446,0,38.03004,50.70673,101.208,74.48911,15.36098,0,0,18350,92.1,0.5927635,54.1,1222,8236,10428,47.9,0,17585,0.0689224,0.1500142,0.2404322,0.2618141,0,0.000454933,12314
16022,16,35.30238,5.416825,27.08412,59.58507,143.1085,87.61746,0,5.451077,0,22187,92.7,0.5990051,39.3,1496,9247,12584,0,0,19054,0.0666527,0.1416501,0.2297155,0.2827228,0,0.000367377,9813
16023,16,16.61262,1.970133,19.70133,41.37279,140.5603,70.14262,5.741187,2.009768,0,55817,90.3,0.5615005,45.5,3389,23699,31230,66.9,0.6,51040,0.0780172,0.1519984,0.247786,0.2538793,0,0.013851881,11795
16024,16,31.02596,0,0,5.882353,156.3284,76.91022,0,0,0,18686,94.2,0.6070801,35.4,1318,7966,10574,26.5,0,16775,0.0739195,0.1433085,0.2338599,0.2712966,0,0.003457526,10056
16025,16,19.33878,0,3.905487,15.62195,142.7302,73.25021,0,0,0,24347,94.3,0.5786954,49.8,1553,10026,14154,26.7,0.5,29755,0.070005,0.1588304,0.2632835,0.229474,0,0.001478743,13364
16026,16,30.08716,0,0,13.64256,128.1187,65.74511,0,0,,9367,91.8,0.6045333,38.1,677,3750,5463,30.1,0.1,8312,0.0689365,0.1393166,0.2326757,0.2829644,0,0.000842156,9965
16027,16,38.68123,0,0,13.86386,230.6768,79.59972,0,0,0,10692,92.2,0.6928763,42.6,713,4464,6125,0,0,8338,0.1400816,0.1210122,0.2048453,0.3013912,0,0.001798993,8918
16028,16,36.91128,5.369704,32.21822,48.32734,100.5729,61.06212,7.586102,5.38329,0,18424,86.1,0.5668031,40.7,1324,8308,9764,24.2,0,18035,0.0716385,0.1568062,0.2237316,0.2379263,0,0.000221791,11515
16030,16,30.87306,8.787346,0,35.14938,134.8663,70.82909,0,8.80902,0,12896,95.8,0.6390291,49.9,779,5150,7396,21.4,0,14909,0.0608357,0.1282447,0.2532028,0.3236971,0,0,13639
16031,16,16.79335,0,7.733952,17.6776,118.7657,55.5964,7.360789,0,0,79676,88.3,0.5739968,40.8,4702,37657,40973,75.1,0.1,86403,0.1063273,0.1519044,0.241612,0.2278625,0.706352789,0.00352997,12331
16032,16,24.65155,0,8.77809,26.33427,159.1406,83.08077,0,0,,14571,92.2,0.599231,48,989,6762,8039,53.3,0,11569,0.0911055,0.1269773,0.2258622,0.2904313,0,0.000777941,10402
16033,16,28.36997,4.574565,13.7237,22.87283,161.537,70.36652,0,4.595799,0,28779,93.8,0.6153537,45.6,1865,12453,15942,37.9,0.1,21843,0.0760885,0.1368402,0.2295014,0.2906652,0,0.002289063,10226
16034,16,22.51058,0,5.770673,34.62404,179.8742,67.93531,0,0,0,21360,92,0.5906497,47.2,1418,9112,12028,47.2,0,17058,0.0743933,0.1251026,0.244636,0.2968695,0,0,11307
16035,16,24.21585,0,19.62708,49.06771,145.7219,56.0469,10.46901,0,0,15707,94.3,0.5920436,44,1049,6611,9015,29.1,0,11364,0.063006,0.1387716,0.2392643,0.3068462,0,0,11691
16036,16,30.54566,0,26.35046,39.52569,193.3235,103.5118,0,0,,10519,89.8,0.5802858,49.5,690,4129,6256,0,0,8226,0.0577437,0.1252127,0.2338925,0.3203258,0,0.000243132,10674
16037,16,27.754,0,30.91509,61.83017,123.2278,86.13985,0,0,0,14050,96.7,0.6313587,49.9,967,5976,8435,31.8,0,10045,0.0566451,0.1326033,0.2287705,0.3344948,0,0,11164
16038,16,23.99944,0,8.703978,8.703978,118.9887,72.65681,23.14815,0,0,14246,93.1,0.5555739,45,957,6064,8196,0,0,12029,0.0587746,0.1312661,0.2531382,0.3021864,0,0.000748192,12898
16039,16,35.54448,0,10.85187,43.40749,185.645,105.2383,0,0,0,13935,95.1,0.6180405,41.8,973,5532,8148,0,0,10935,0.0610882,0.1229081,0.2400549,0.3273891,0,0.000914495,11201
16040,16,21.73956,0,6.921852,6.921852,172.0198,70.63614,0,0,0,20160,93.2,0.5737967,49.3,1332,8747,11395,42.5,0.1,16071,0.0700019,0.1490884,0.2409931,0.2900255,0,0,11879
16041,16,31.34277,8.50051,0,17.00102,199.5585,64.66142,0,8.560911,0,14694,93.4,0.5853658,43.7,1024,6478,8125,0,0,12638,0.0650419,0.1463048,0.2318405,0.2748061,0,0,11064
16042,16,22.05448,0,18.22268,36.44536,163.5441,68.31591,22.06531,0,0,22804,81.1,0.5588922,47.5,1614,9424,13283,39,0.1,19094,0.0773018,0.1306169,0.2260396,0.3141301,0,0.007279774,11356
16043,16,29.39954,0,7.112882,7.112882,139.7566,78.67092,0,0,0,17445,90.4,0.6113079,41.2,1251,7340,10201,20.3,0.1,14730,0.0708758,0.1420231,0.2269518,0.293279,0,0.000135777,10411
16044,16,22.29238,0,0,20.217,117.6035,69.90419,0,0,0,18249,93.4,0.6127809,44.3,1134,7386,11003,40.4,0.5,19226,0.1031416,0.1547384,0.245813,0.2471653,0,0.013211276,11355
16045,16,39.52844,10.81432,43.25727,64.88591,161.1063,87.26589,0,10.83893,,12805,96.5,0.6229295,34.3,910,5373,7329,29.9,0,9809,0.0582118,0.1411969,0.2134774,0.3209298,0,0.001631155,9960
16046,16,22.06594,0,10.19472,40.77888,143.4098,74.7177,0,0,0,13276,94.1,0.5966137,51.6,892,5729,7351,30.6,0,10756,0.0574563,0.1356452,0.2283377,0.3223317,0,0.001301599,12167
16047,16,28.79081,0,13.7912,13.7912,139.7533,68.25162,0,0,,10379,93.7,0.6030246,41.9,636,4232,6107,0,0,8365,0.0533174,0.1365212,0.2180514,0.308428,0,0.000239092,10993
16048,16,26.23517,0,23.6016,23.6016,125.4185,73.32156,0,0,0,16655,92.6,0.5639797,42,1056,7096,9263,0,0,14630,0.0655502,0.1544771,0.2339713,0.2885168,0,0.000615174,12139
16049,16,29.38599,4.793634,19.17454,28.7618,145.2314,80.02549,0,4.800999,0,20981,85.1,0.5126657,35.7,1384,9277,11254,28.5,0,19950,0.076391,0.1431078,0.2340351,0.2665163,0,0.000401003,10467
16050,16,17.34293,0,9.80168,32.67226,132.8552,66.21938,4.498425,0,0,35153,91,0.5418527,44.7,2315,15901,19915,43.6,0.1,34795,0.0756431,0.1506538,0.2530823,0.2637735,0,0.003764909,12872
16051,16,22.4459,0,16.61958,16.61958,145.3854,64.30508,0,0,0,15905,90.4,0.6275576,48.3,974,6989,9004,50.9,0.3,16310,0.0668302,0.1470264,0.3130595,0.2271612,0,0.00649908,11664
16052,16,19.99626,1.841519,25.78127,40.51342,70.52058,54.02058,0,1.910548,0,54308,90.5,0.6530619,61.4,2429,29181,25984,62.3,0.6,96119,0.2483068,0.2047358,0.2194051,0.1278103,0.742902028,0.020911578,14113
16053,16,29.25736,0,23.16423,34.74635,150.0226,79.37705,7.271669,0,0,20917,89.1,0.5325157,44.7,1376,9703,11230,37.7,0.3,19444,0.0793561,0.1669924,0.2431084,0.2508229,0,0.015583213,10403
16054,16,29.22655,0,9.237875,9.237875,199.1832,111.2756,0,0,,15495,92.9,0.6008983,44.5,1022,6234,9204,0,0,11624,0.0643496,0.142894,0.2210943,0.3109085,0,0.000172058,10427
